comment_text,is_toxic
"Edit to Maverick 

It absolutely DOES matter that Mavericks are not Mustangs. If people want to read about Mustangs, they can look up Mustangs on Wikipedia. There is absolutely NO reason to have Mustang notes on a Maverick article. In fact, it's ridiculous, and it just clutters up the page. I am not a vandal. I just hate seeing information listed which does not pertain to the subject...",0
Exactly; I removed the section (again) before I noticed this posting. chen7754,0
"Drat! Quick, Malik  can you revdel???",0
"Please stop vandalizing Phil Ford article
Stop pushing you agenda by vandalizing this article. 70.109.223.188",0
"""

""""Wolin is often described as representing the hard-Left"""" - not because of the conceptualization then cited in your text, but because he's noticed that a) other historical democracies like Athens and early Rome succumbed to becoming empires, with democracy losing out and b) the way an empire describes itself is often not accurate.[source:  public lecture, keynote speaker, CLMP Annual Event, Redway Calif., Nov. 1, 2008].  So American Democracy is deconstructed in his books.  But why does the """"hard-Left"""" term link to a very specific British political party leftist term of art - to which Sheldon Wolin has no cited direct connection whatsoever?

75.111.41.64  """,0
"French Wikipedia has an elegant solution to the ROC naming problem. Republic of China is a disambiguation page with the options of Republic of China (1912-1949), Republic of China (Taiwan), Republic of China (Nanking) and People's Republic of China. Following that logic, this page should be renamed to Republic of China (Taiwan).",0
Oppose. Subject clearly is notable in his own right. I see no benefit in a merger.,0
"Xnacional starting it up again 

I don't want to let things get out of hand again, but Xnacional immediately started reverting to his preferred (and incorrect) version when he returned from his block. I've restored the consensus version, but I doubt this is the end of it from him.",0
"OK, I admit it.  It's me.",0
"""

 Teams required fixing 

Teams need to be fixed

Hi,
can someone please change the teams list for Round 22 as a bye as I can't figure this out!
Many Thanks,
''''''  """,0
"Newer health study 
http://www.mdpi.com/1099-4300/15/4/1416/pdf This newer study seems to list human health effects that should be included.",0
"""

""""Please refrain from trolling and vandalising Wikipedia on a personal basis or you will be blocked. And on a personal note, the English are a race, and the so called """"Cornish"""" are mostly just a bunch of angry Celtic Whannabes. I tried to be supportive of there movement and aims but all I got was a severe backlash just for being English. All I got was a bunch of arrogant pricks talking about how “Vastly” superior the “Cornish” are in just about everything. For your information, I am half Irish and I am a staunch supporter of Welsh/Scottish/English independence and the unification of Ireland, so don’t you dare accuse me of being Bias. (Or don't you know that Race can also constitute~Ethnicity?)

Regards, Frank. Frank Fontaine (talk) """"

^ Can we please get this bigot blocked from editing the Cornwall article in future?""",0
"there is only one source that is not from P&G; - and there is nothing - literally not one thing - that talks about the significance of this product.  It is not an encyclopedia article, It is just a catalog entry or an ad.",0
"Simpler example 

I just posted a simpler example to Talk:Continuation of implementing threading with call/cc.  The problem with the example in this article is that its hard to read: it mashes up (confuses) the job-dispatching queue with the fork/yield concepts.  The Talk:Continuation separates the two, making the code both easier to read, and also making it clear how to write a general job scheduler, (which has nothing at all to do with call/cc).    

Exception handling

This aricle should also provide an example of implementing exception handling with call/cc.",0
"Reply 

Thank you for thinking of me to provide input as a Commons admin, I really appreciate your kind thoughts to value my advice.

However unfortunately I don't have the time in life right now to wade into that particular area.

I wish you the best of luck resolving the situation,

— ''''''",0
"Hi Tom, no bother at all, glad to do it. Move has been done!",0
"""

 Good work 

  The Tireless Contributor Barnstar Excellent job with your work on United States Senate Democratic primary election in Pennsylvania, 2010. Continue the good work!  """,0
"Deletion reviews 

May I respectfully ask why you sometimes nominate articles for deletion review because you disagree with the closure and without discussing the matter with the closing administrator?",0
